,user_id,item_id,score,rank
947764,103,50,10.765971279630351,1
977224,519,1293,10.74949125058333,2
1140272,482,258,10.742445566041361,2
1341570,509,288,10.736269179596656,2
1140184,482,300,10.73285095181061,3
485416,899,50,10.73214463760328,1
282645,414,258,10.730369165810254,3
1097462,462,258,10.724152275311232,3
1129039,443,313,10.723353235051498,1
1082003,520,286,10.718209923027738,1
1046227,933,50,10.70790697539674,1
145744,294,288,10.706910301716071,1
814828,628,300,10.703619913398464,2
51608,24,50,10.6962038895574,1
977185,519,336,10.694490437102838,3
930741,463,286,10.689124377302505,1
27358,276,56,10.687336942756342,1
247107,494,50,10.681137010096565,1
275422,772,300,10.67437330203467,2
988991,274,15,10.67071341734726,1
273995,652,300,10.666650277210637,1
820761,55,50,10.658075190100787,1
640783,323,100,10.658003867705927,2
226953,468,100,10.656342746305741,1
519664,913,50,10.655310863986822,1
82826,592,100,10.654942453299098,1
851979,360,100,10.651651521643089,2
1147590,163,313,10.64801487328285,2
282828,414,313,10.644760576679934,4
1176130,791,313,10.64471618373505,2
1160217,673,302,10.642863300894406,2
846271,226,100,10.636604055639935,1
1297379,161,50,10.634497599993487,1
695185,377,50,10.629400553895138,1
446750,831,258,10.619882847596816,1
1069059,32,50,10.601350032151704,1
845121,266,286,10.599841464318022,1
703848,874,286,10.59547336802301,1
943307,906,100,10.588814220175893,1
1262961,818,302,10.58876455728552,2
1023170,134,300,10.58804459899588,1
341119,752,302,10.579419933317975,1
1011876,204,269,10.578601363351614,2
1181893,857,286,10.56909731242915,1
1049127,404,313,10.568744340579226,1
137058,47,302,10.560519898549856,1
1180167,837,275,10.558843112964794,1
665042,526,100,10.555869017057312,1
869279,679,50,10.551338865420623,1
755119,680,50,10.549241201470402,2
18059,489,329,10.541278842845529,4
448268,130,288,10.541154315561426,1
17239,489,271,10.536212725814668,5
446933,831,313,10.533221944860726,2
1177335,199,100,10.532290804887479,1
977116,519,350,10.529388128737905,4
362591,894,269,10.529316586409795,2
695139,377,288,10.5272131659815,2
1258674,744,100,10.525209785141254,1
720713,57,1,10.525191358510519,2
1160488,673,286,10.521633755608375,3
1144465,810,300,10.519553980878905,1
282683,414,268,10.51635986519254,5
482329,738,98,10.515823207247186,3
807964,143,313,10.513933943161453,1
274266,652,313,10.511698682813037,2
249961,533,50,10.51068263770513,1
445325,748,181,10.503641956279939,2
17363,489,332,10.50026728892428,6
1314549,598,313,10.495605667210175,1
17415,489,895,10.490037158068603,7
345671,26,286,10.488240175102243,1
555120,428,333,10.487739302276175,4
77118,160,100,10.47611406148548,1
1147544,163,50,10.474123285818287,3
251212,296,100,10.472604093404286,1
1104734,120,50,10.46869463395511,1
215537,52,100,10.468253480546393,1
17212,489,328,10.46224245566225,8
639532,579,50,10.461550502810887,1
999136,800,50,10.459128754142593,1
1046030,933,174,10.453256013398198,2
605284,786,50,10.448110372187902,1
987495,668,300,10.444107933403878,3
1068883,32,100,10.437584036635316,2
445263,748,174,10.43756174926882,3
565429,104,286,10.434869254861892,1
1055991,787,300,10.432818348466215,2
1143093,105,302,10.428798531304547,1
438100,459,300,10.417138597037466,1
1144736,810,313,10.406042258867956,2
1341662,509,313,10.405656761505456,3
846447,226,50,10.402774341440235,2
806491,730,50,10.402624115860148,1
1018938,376,100,10.400956067308181,1
188600,785,50,10.396266827467555,1
555202,428,258,10.395732745892436,5
1128856,443,258,10.394262315655647,2
1161814,552,50,10.39159763893169,1
720736,57,181,10.380652837656514,3
492597,589,313,10.367408635075227,2
1033384,165,50,10.365266992158219,1
3090,213,50,10.36134303023391,1
719307,74,258,10.360106171422586,1
117017,407,98,10.354700623785574,2
246931,494,100,10.35188314080453,2
998911,800,300,10.348295423309857,2
979055,574,269,10.342967047871936,2
492403,589,328,10.338632731649176,3
1175947,791,258,10.337716477513304,3
482346,738,172,10.333626380010209,4
642432,863,313,10.328935251741829,1
1228883,51,50,10.327147690415325,1
445227,748,98,10.324196894995067,4
1295998,813,313,10.323751070883244,1
555180,428,315,10.321762739785528,6
446887,831,50,10.320189882059982,3
1265939,596,288,10.318294981763684,1
67259,332,288,10.316116247500197,1
904954,700,50,10.313004536787687,1
1305771,171,302,10.31294507688889,1
1320257,278,313,10.311067432691347,1
607968,448,302,10.307188573019921,1
1328773,895,50,10.30665335434687,1
27349,276,50,10.30473676062205,2
1014787,255,288,10.303695876117207,1
895011,220,313,10.30218223167017,1
235466,784,300,10.301681297298675,2
1071737,150,100,10.30102360816434,1
792221,275,50,10.297284753413926,1
1238973,937,286,10.296462974176565,1
231240,547,302,10.294495382141088,2
17441,489,326,10.29160041323677,9
1291772,651,286,10.289996236854371,1
1311695,801,313,10.28795967123326,1
332681,190,288,10.287819729083777,1
555169,428,302,10.282317762807516,7
439555,371,174,10.276421965429762,1
1265760,596,300,10.274854011122212,2
977003,519,329,10.270042543082676,5
17135,489,300,10.269555448040629,10
1320312,278,286,10.26798152095631,2
227129,468,50,10.266817909229589,2
324165,453,50,10.266494961423273,1
1321413,431,300,10.264483947819391,1
186967,68,127,10.262549049681393,3
27116,276,98,10.260856588504474,3
926189,284,302,10.260494991910498,1
1270163,475,269,10.256034400697198,2
17248,489,307,10.24829870943706,11
1327176,635,302,10.248283829166047,1
910456,402,127,10.247022259855685,3
695048,377,258,10.24538545775571,3
1187601,63,286,10.242532870072132,2
1297480,161,286,10.237916290855694,2
1045994,933,98,10.237748652018148,3
254045,864,174,10.231225334063412,2
798030,931,286,10.228536240923862,1
67120,332,121,10.22468309360157,2
602293,678,258,10.221377919197053,2
993428,528,50,10.219299412676712,1
839312,479,50,10.215001834440532,1
729263,173,302,10.213789036948919,1
1338762,153,50,10.213290667688902,1
418122,782,300,10.208335635865923,1
1164531,723,258,10.206882813859096,2
67435,332,117,10.204902645330781,3
332590,190,258,10.203899621991564,2
988989,274,1,10.20312336430866,2
362643,894,285,10.2021971948215,3
1262994,818,258,10.200502608799697,3
1023441,134,313,10.200029365001168,2
401086,30,258,10.195159811690589,1
1128947,443,288,10.192794509177395,3
18039,489,362,10.190950427249993,12
996106,576,100,10.190345357975746,2
1176185,791,286,10.190336246005815,4
1070349,834,258,10.187716259014481,1
182993,131,286,10.185702604475734,1
262628,905,100,10.181132184382019,1
556629,464,258,10.178409225457822,1
1164533,723,181,10.1780135662615,3
145653,294,258,10.173025488530724,2
1121904,676,313,10.171688618672345,1
680739,569,100,10.169408369500989,1
1043419,856,313,10.168398950246178,1
1036284,111,313,10.165933612462304,1
1048856,404,300,10.165220509012501,2
1070440,834,288,10.164322910945966,2
1097451,462,328,10.159726012229681,4
694952,377,98,10.159549387177131,4
81419,891,15,10.154777385864971,1
430993,538,174,10.153327236996018,2
1274391,93,15,10.144729302732422,1
833604,99,50,10.143468505072505,1
602384,678,288,10.142383107021292,3
418393,782,313,10.138913840084307,2
762384,403,117,10.137933325446037,1
482427,738,181,10.134102589481294,5
1128823,443,302,10.131276706077038,4
1158735,832,300,10.13028823814848,1
1334481,549,50,10.127461125997545,1
17731,489,264,10.127026014840807,13
488270,689,50,10.124361539343397,1
504013,724,313,10.123146539599901,1
167092,79,269,10.122662330684312,2
281456,423,286,10.117862812412719,1
1177612,199,286,10.11486135038977,2
826299,611,302,10.113238009631017,1
863617,750,313,10.109232833659446,1
514002,112,313,10.107130198675737,1
287063,297,50,10.104115706495936,1
445254,748,127,10.104026530185326,5
1258850,744,50,10.100969645837246,2
596552,273,302,10.10058234841244,1
353956,910,100,10.099721748737501,2
332502,190,300,10.096315545399172,3
1274349,93,275,10.094870273771367,2
165814,631,313,10.093902953164669,1
1208951,302,313,10.093615350541985,1
1157308,755,300,10.093597165413895,1
895066,220,286,10.093063262407341,2
1160250,673,258,10.090657606066857,4
1114824,420,286,10.087325494013909,1
982058,353,313,10.085727112531213,1
435246,811,300,10.085617281020944,1
555227,428,307,10.084392726380257,8
996124,576,1,10.082701620958533,3
17798,489,680,10.08258830158701,14
612419,665,50,10.08039855042188,1
1227410,324,288,10.07346840114041,1
666559,507,748,10.072952414210166,4
998999,800,258,10.072453879579422,3
555734,428,310,10.07241847571292,9
950618,661,50,10.071533702916717,1
305389,759,300,10.069465923502065,1
937775,879,50,10.065593430814202,1
984967,390,286,10.065422588150504,1
361111,935,15,10.062626359975567,1
215515,52,275,10.057899348238589,2
502315,550,300,10.055799098886368,1
666845,507,323,10.0509951318043,5
555342,428,332,10.050400078092247,10
576586,43,1,10.045668436617495,2
1147374,163,302,10.044668992157181,4
570811,261,300,10.04341424715207,1
345433,26,258,10.0431861293111,2
401269,30,313,10.04318206756232,2
538215,249,50,10.041549879467615,1
1234637,809,313,10.039971416072191,1
642246,863,347,10.03512806740094,2
117053,407,174,10.03448961704399,3
362721,894,242,10.033637996133901,4
718017,465,50,10.032892827611121,1
111439,720,269,10.030986214919825,1
1228686,51,174,10.027858620454275,2
640753,323,127,10.024944951118101,3
719490,74,313,10.024852596606472,2
762069,403,121,10.019942330443998,2
1327209,635,258,10.016894857081379,2
322635,743,269,10.01489133939404,2
591014,447,50,10.012192159421383,1
522518,64,50,10.01198588069184,1
1193071,602,258,10.01045485479345,2
719398,74,288,10.010321094669267,3
657850,890,98,10.009406746676792,1
719545,74,286,10.007872367539234,4
1157579,755,313,10.006421092612902,2
605087,786,174,10.006212185609593,2
1327300,635,288,10.005245085912472,3
17274,489,748,10.00510003288994,15
988949,274,275,10.004094058010878,3
412740,257,286,10.002547656378303,1
325592,618,50,10.002076273801913,1
962080,351,313,9.99692027126381,1
254107,864,181,9.99639462988753,3
1097614,462,294,9.993236638441081,5
1311603,801,288,9.99033017243822,2
1028968,941,181,9.988580424664477,3
1214388,258,300,9.98776082296076,1
844844,266,100,9.987447730193642,2
1187374,63,475,9.984452547698895,3
1136002,789,475,9.984274437247286,1
703571,874,100,9.983626181359407,2
989147,274,50,9.981532289809472,4
274083,652,258,9.981175137837353,3
286887,297,100,9.978117243922158,2
1140510,482,286,9.976845274320235,4
770862,827,313,9.976330416792285,1
555193,428,272,9.97628664826073,11
33057,44,50,9.97415225049472,1
1097553,462,288,9.972491993025882,6
127042,892,174,9.970349559984522,1
842212,701,313,9.969624639516615,2
1007473,816,300,9.969294980245046,1
1328597,895,100,9.968254685942448,2
555420,428,326,9.967501350794699,12
1046236,933,56,9.966496653252591,4
699241,304,300,9.965734874148689,1
983439,17,50,9.965694615477075,2
82876,592,475,9.96522841934724,2
1318614,808,302,9.964985078051967,1
662364,285,50,9.96496120319733,1
976742,519,680,9.964120652359176,6
961809,351,300,9.963526506346867,2
17471,489,879,9.963093071105792,16
976731,519,881,9.961871107154096,7
405307,716,174,9.961134389179628,1
852155,360,50,9.955164721599283,3
1327392,635,313,9.95265212337892,4
403852,564,300,9.9495403447931,1
1314278,598,300,9.948095921333989,2
27165,276,7,9.942890983898204,4
275499,772,328,9.942795938866402,3
1265848,596,258,9.942110065168636,3
445284,748,100,9.940864809933604,6
1292873,281,300,9.940430818845604,1
712309,247,50,9.936326778243654,1
254009,864,98,9.934921892724136,4
128712,616,313,9.933226678485394,1
17185,489,682,9.932294091825732,17
807693,143,300,9.93150620224258,2
1068875,32,7,9.931353234935033,3
1320041,278,302,9.930931499092042,3
430957,538,98,9.930324998664544,3
1288817,575,50,9.929535208840695,1
814905,628,328,9.927342640582719,3
1338565,153,174,9.924346623283412,2
17367,489,751,9.923527928335407,18
1341391,509,300,9.920683267876758,4
1066007,735,275,9.919456751934716,3
1163287,687,313,9.919370812308737,1
376779,825,121,9.918250950483806,1
814916,628,258,9.916447383628695,4
142718,312,483,9.914984796795537,1
445323,748,258,9.913670228581244,7
1238696,937,100,9.912795609466725,2
894795,220,302,9.910099246619964,3
782278,384,313,9.909568537676387,1
345394,26,100,9.909173049142252,3
729479,173,313,9.909071537451329,2
1059070,359,50,9.908943946008025,1
1130264,168,15,9.908055441803455,1
666599,507,288,9.905538476339196,6
806315,730,100,9.904789409231032,2
556812,464,313,9.897191121939981,2
625262,885,50,9.89711246065326,1
753641,936,285,9.894635695906778,1
1028897,941,127,9.892166336808932,4
164471,923,117,9.888740331124566,1
1121721,676,258,9.888293552191493,2
377094,825,117,9.886662817584531,2
396896,372,288,9.884109904872796,1
934745,252,100,9.882387664992766,1
482456,738,96,9.877149914559594,6
482571,738,56,9.873765088295581,7
937617,879,1,9.872394042012793,2
111372,720,302,9.87225314900721,2
345570,26,50,9.870978229504773,4
408182,657,100,9.869905901754887,1
1301435,438,300,9.869873760227746,1
1327447,635,286,9.86766100746046,5
762254,403,50,9.867408342852727,3
633870,179,313,9.867071271603605,1
332773,190,313,9.865644894872355,4
1327247,635,268,9.863397075536586,6
842063,701,269,9.86314982169967,3
1104576,120,1,9.861224616084344,2
1066102,735,269,9.858892404674409,4
1161677,552,258,9.858516290592885,2
1086013,369,302,9.8564599670104,1
1270312,475,313,9.85597337556318,3
721001,57,117,9.855450420472271,4
131520,457,50,9.854064382532393,1
978988,574,302,9.853893643099308,3
1040473,367,288,9.852211589725703,1
1288620,575,174,9.849421487479642,2
1141651,513,121,9.849058718080432,1
1216040,175,50,9.848041158291425,1
1193223,602,294,9.84707832483884,3
1214659,258,313,9.84666838345036,2
742276,54,50,9.84488424157259,1
1123115,775,302,9.842812753622237,1
1066068,735,258,9.842329646272074,5
1160241,673,272,9.841025371393686,5
401223,30,50,9.838831626613398,3
816295,141,121,9.83852347790123,1
742230,54,288,9.836559090125983,2
187274,68,286,9.836078090224385,4
1101981,191,286,9.83589847984459,1
1165969,595,475,9.835437680198085,1
662227,285,258,9.834628325394494,2
1266031,596,313,9.8313404400619,4
685061,251,181,9.829403537824396,2
556867,464,286,9.827989466154108,3
246909,494,275,9.827711302321722,3
1297242,161,258,9.826480810691542,3
910504,402,1,9.824158063947555,4
1020308,929,98,9.823021216972725,1
1160284,673,269,9.820359631537942,6
428290,117,288,9.815742840721253,2
392485,14,100,9.814363912252913,1
1141836,513,50,9.811819506961516,2
762096,403,1,9.80874629759188,4
703644,874,269,9.807311253261062,3
111643,720,286,9.805880823863822,3
405337,716,318,9.804678414514003,2
666660,507,294,9.804271398491245,7
899070,2,100,9.80408826549299,2
1135952,789,100,9.80164185656665,2
332727,190,50,9.7988064057934,5
301333,109,50,9.796600825398226,1
1276020,240,313,9.795855271596182,1
1161915,552,286,9.792778339562625,3
1257247,413,100,9.790632749264002,2
1056068,787,328,9.790541957308777,3
511102,606,50,9.789571910101333,1
987821,668,286,9.78534137599262,4
710882,432,50,9.783120045063692,1
1148971,742,50,9.783087804745662,2
231185,547,300,9.779229489971073,3
807872,143,288,9.779181390116872,3
666726,507,326,9.77586375605832,8
1193162,602,288,9.77567259151436,4
1134831,101,117,9.775560586107884,1
1294626,155,286,9.775028463826889,1
693588,626,302,9.774519269719189,1
1121633,676,300,9.77428848105008,3
768008,587,313,9.77239793924061,1
712410,247,286,9.769113237390512,2
87283,287,50,9.768985649636786,1
579644,400,313,9.768972045936998,1
439752,371,50,9.768336175239165,2
760781,546,288,9.768219047991229,1
522321,64,174,9.764742948198577,2
902049,733,285,9.763086480473866,1
909109,227,475,9.7626884739647,1
759501,444,286,9.762556708362974,1
1251490,441,300,9.760446499558086,1
899048,2,275,9.76002814248578,3
231273,547,258,9.757806729385143,4
852052,360,269,9.75741717590439,4
1297425,161,313,9.754216928226088,4
1119050,362,313,9.754175581579824,1
1311424,801,300,9.752879003470179,3
596619,273,269,9.751537485071353,2
215713,52,50,9.750982532330525,3
666508,507,258,9.750772545491689,9
1320074,278,258,9.75076180030236,4
1066205,735,50,9.749060077630835,6
1134701,101,50,9.748725735773311,2
522285,64,98,9.748177955464904,3
693859,626,286,9.747413159587719,2
555199,428,347,9.746744150238241,13
1069013,32,288,9.746154583103257,4
239972,56,50,9.74438956132631,1
1185897,865,100,9.743866029739072,1
1074813,335,313,9.742406808945011,1
445469,748,56,9.742173028933786,8
262905,905,286,9.741128126531763,2
680717,569,275,9.739344266174692,2
602205,678,300,9.737128537390738,4
951919,473,475,9.737096288418762,1
361082,935,121,9.73652472728614,2
1028945,941,1,9.735760104358722,5
863401,750,302,9.735510770072617,2
1180209,837,15,9.735381203172677,2
322562,743,100,9.735095077515863,3
695015,377,302,9.734222979053401,5
645341,123,286,9.733968863424295,1
428201,117,181,9.73373902822379,3
1161638,552,100,9.733172475113314,4
1322889,594,100,9.732917088516812,1
683769,703,50,9.732717590315165,1
1258644,744,127,9.731374541386161,3
36012,392,286,9.728527605303508,1
474101,354,286,9.7281815637829,1
642216,863,302,9.724943022786611,3
456876,638,50,9.72392835494461,1
17220,489,347,9.72364891092813,19
362549,894,14,9.720318117904457,5
1130235,168,121,9.719802275887236,2
1020541,929,50,9.719515311337965,2
1341616,509,50,9.718006527550893,5
923551,529,313,9.717568309885253,1
1044800,182,50,9.717266736852403,1
1251578,441,258,9.71641077367992,2
161352,178,181,9.715127281296493,2
926256,284,269,9.711362460486951,2
1007744,816,313,9.71101449782132,2
1208768,302,258,9.709954638457516,2
842029,701,258,9.709647153037757,4
681016,569,286,9.708693227142005,3
1064778,893,50,9.706406200096303,1
1079149,46,286,9.706376952390983,1
743547,821,15,9.704745734472024,1
753566,936,475,9.702412397274074,2
923280,529,300,9.702400675014736,2
930442,463,275,9.702103179081021,2
990404,149,302,9.701617058099897,1
1160228,673,315,9.701351448319452,7
322601,743,258,9.701155706893394,4
719219,74,300,9.699742752023695,5
17787,489,881,9.698698139457681,20
112834,653,181,9.697154286932635,2
807781,143,258,9.696274716468153,4
1215843,175,174,9.696177477895734,2
1251761,441,313,9.694742969129138,3
1110245,215,174,9.693477226480216,1
927610,491,100,9.69285450945541,1
1011809,204,302,9.6923527705513,3
325395,618,174,9.691211846174225,2
54462,882,50,9.690828148883893,1
754913,680,127,9.69082138348677,3
1278603,873,300,9.690502462675415,1
353926,910,127,9.690415029530332,3
1059024,359,288,9.68724083395263,2
1286009,446,313,9.686834070387029,1
1161589,552,300,9.685738537960958,5
1079094,46,313,9.684239724347355,2
1328575,895,275,9.681255946078196,3
1159006,832,313,9.679392739455075,2
145790,294,50,9.679136520730768,3
910527,402,181,9.678757363622346,5
860763,241,313,9.678643994279176,1
1067462,4,302,9.678561237625079,1
720734,57,258,9.677970029118732,5
999151,800,294,9.677421048538008,4
1147645,163,286,9.677378989676988,5
513731,112,300,9.676066152181226,2
1288584,575,98,9.67413259817718,3
1033247,165,258,9.673837316936098,2
1321684,431,313,9.673587780789036,2
51432,24,100,9.673539685104377,2
986096,823,174,9.673099182249425,1
555346,428,751,9.671723217082011,14
1295727,813,300,9.67083385883245,2
231251,547,315,9.668505434668921,5
782007,384,300,9.666374685230403,2
792024,275,174,9.662532877445553,2
1285793,446,302,9.661802276583838,2
666815,507,322,9.661532736157731,10
988971,274,100,9.660191761803924,5
1026073,658,100,9.658095011885823,1
814834,628,333,9.657757604744658,5
555253,428,748,9.657726805496697,15
279772,907,15,9.656986129472145,1
987720,668,50,9.655930102053428,5
35741,392,302,9.654966259921338,2
556596,464,302,9.654872151487458,4
899143,2,269,9.654784976178203,4
809169,71,100,9.653294212094691,1
642227,863,315,9.652694324373522,4
1128768,443,300,9.652121945484406,5
412536,257,269,9.652037289865033,2
816610,141,117,9.651800282606171,2
1195936,490,475,9.650966186217635,1
138655,764,50,9.650652555606854,1
883316,272,98,9.649049134966267,1
112772,653,174,9.648653194754742,3
937619,879,15,9.648465829782007,3
79929,451,333,9.64595387153181,1
429593,3,302,9.645696426843319,1
865044,205,313,9.64363415769886,1
1114620,420,269,9.641882035489761,2
1021968,555,50,9.641370507954184,1
951869,473,100,9.641366416067012,2
904757,700,174,9.641200505384644,2
730734,501,475,9.639861095507964,1
1190400,100,313,9.639764054910545,1
770679,827,258,9.639740739072744,2
1110442,215,50,9.639578524324278,2
602254,678,100,9.639544888636577,5
683899,703,117,9.63799703785632,2
1144542,810,328,9.635941334669331,3
1071787,150,475,9.63488899830076,2
282883,414,286,9.633951727400522,6
1020344,929,174,9.633547998619157,3
1323166,594,286,9.63349342403519,2
68732,781,50,9.632826755272994,1
77168,160,475,9.632555083485322,2
968936,293,98,9.630817389527932,1
482500,738,79,9.628069184767684,8
851949,360,127,9.62668606397685,5
1070486,834,50,9.626285753526906,3
231264,547,272,9.624985937687057,6
820626,55,181,9.623714470246847,2
446662,831,300,9.623407043711799,4
269742,650,174,9.623345683108145,1
1036339,111,286,9.620349615037275,2
1264558,902,50,9.619932568351054,1
1328615,895,1,9.619633255630324,4
778052,725,286,9.618319457061842,1
275510,772,258,9.617936297060792,4
473897,354,269,9.616982232463565,2
815007,628,288,9.615983243099143,6
1019114,376,50,9.614764675697145,2
445244,748,172,9.614382592674442,9
976844,519,1280,9.61406792034482,8
1301504,438,15,9.61257723095093,2
1270096,475,302,9.610673811735257,4
1185947,865,475,9.60732244524799,2
986302,823,56,9.606401174685244,2
1251669,441,288,9.605849475382056,4
576609,43,181,9.605096686168928,3
665319,526,286,9.603781806413819,2
117259,407,56,9.603303688698428,4
488400,689,117,9.600951049489362,2
102795,256,121,9.60014722644116,1
1297203,161,100,9.597299011460807,5
47130,749,174,9.596501678691599,1
121355,470,100,9.595669587367597,1
112736,653,98,9.595429806236814,4
555218,428,271,9.594805033331614,16
328446,654,50,9.59472150347342,1
482603,738,195,9.594259284770564,9
400998,30,300,9.59424091067694,4
748085,365,286,9.587881164910124,1
555293,428,288,9.587533317029846,17
236983,554,181,9.587450572250297,2
555440,428,286,9.58533482202335,18
398369,484,50,9.58349592653118,1
439519,371,98,9.582078601942568,3
839115,479,174,9.578221262283868,2
882122,516,50,9.577799153347373,1
695231,377,313,9.576718592421345,6
1193254,602,313,9.576458617032431,5
452595,493,50,9.574960084589035,1
894828,220,258,9.573653188613653,4
743505,821,275,9.57211747778805,2
869142,679,258,9.57138464742288,2
35808,392,269,9.5709391274995,3
770646,827,302,9.569420726644285,3
947629,103,181,9.567243782628958,2
322568,743,302,9.565446314904786,5
358413,454,50,9.564545920324715,1
1286064,446,286,9.564535406978734,3
625104,885,1,9.561213419392493,2
979204,574,313,9.558623445607086,4
1111693,212,100,9.558339085519185,1
922179,460,286,9.558250517880289,1
231511,547,286,9.558177960775255,7
254026,864,172,9.557611737769976,5
222672,277,100,9.556158776073055,1
754921,680,275,9.55606842287885,4
1291568,651,269,9.555641197958908,2
675031,540,100,9.554599342515177,1
666426,507,333,9.554506864703825,11
1056079,787,258,9.553976993582953,4
989180,274,237,9.550501002013478,6
987674,668,288,9.549999422416349,6
719268,74,100,9.548869033504962,6
1070532,834,313,9.548824403157095,4
648195,329,286,9.548365058732244,1
840840,461,286,9.547392067462278,1
800613,557,302,9.545831293626543,1
251489,296,286,9.545436878707031,2
235543,784,328,9.544952862237473,3
814883,628,302,9.544035476794955,7
21474,474,318,9.543982235889054,1
685038,251,1,9.543572906828997,3
1040995,367,219,9.543327307460011,2
1278874,873,313,9.541530149244489,2
1068853,32,127,9.539739416726832,5
686447,560,100,9.538782180651689,1
1280301,228,313,9.53780279453887,1
612261,665,1,9.537784919310294,2
555113,428,304,9.537140079990966,19
165598,631,302,9.536613181050633,2
235554,784,258,9.534723190224982,4
137125,47,269,9.534251981697036,2
1070310,834,100,9.53242943716582,5
1328874,895,286,9.529037913229041,5
1158823,832,258,9.528146442348689,3
341335,752,313,9.526720315931742,2
536788,347,50,9.526394536404535,1
720686,57,121,9.526127708035048,6
970426,570,302,9.525224025666661,1
353997,910,181,9.524991594699573,4
73013,623,50,9.524388984023124,1
596823,273,286,9.522995942467798,3
670926,757,50,9.522917191427009,1
1270129,475,258,9.522756066609597,5
719444,74,50,9.522351791814893,7
720646,57,300,9.521091586631854,7
1134516,101,121,9.52021091739584,3
937905,879,117,9.519703374015808,4
983233,17,127,9.519700062671232,3
74264,458,100,9.517303681652386,1
1067678,4,313,9.515862027843275,2
909059,227,100,9.515709327372432,2
693655,626,269,9.514715939411362,3
405504,716,50,9.514088330053777,3
1253243,572,286,9.513134459520405,1
755220,680,286,9.51130238936568,5
1274389,93,1,9.511237948021481,3
1140424,482,294,9.510530910639977,5
1161656,552,1,9.510488644972723,6
683611,703,1,9.508844588322102,3
132993,820,313,9.50816101444506,1
996147,576,181,9.507985865621425,4
1241726,521,50,9.506717416999974,1
710706,432,100,9.506586054389324,2
1176099,791,294,9.506180360108909,5
976983,519,362,9.504566762830851,9
1160162,673,300,9.503737452889226,8
258326,313,174,9.502921332407988,1
645064,123,100,9.502802034587585,2
696436,115,100,9.501841346993917,1
777726,725,300,9.500308875142784,2
999182,800,313,9.49993116811678,5
555474,428,690,9.496925928444076,20
846241,226,127,9.496154506697406,3
683584,703,121,9.49558433680224,4
859057,28,98,9.494934921332483,1
830574,793,100,9.493712051967304,1
1043148,856,300,9.492006582789935,2
1208735,302,302,9.490514932282363,3
246901,494,127,9.489786105751586,4
456679,638,174,9.486201063985407,2
1104578,120,15,9.486114497908197,3
602295,678,181,9.484975790940341,6
899109,2,258,9.481244804917859,5
67305,332,50,9.4804839041355,4
1023247,134,328,9.479175474260986,3
576588,43,15,9.47816793356706,4
865099,205,286,9.47613853453074,2
345345,26,300,9.476118550692247,5
763525,708,15,9.475884495532682,1
21444,474,174,9.475773415825662,2
1046011,933,172,9.475373066069563,5
226923,468,127,9.473903282516947,3
1245837,408,302,9.47174641455005,1
