,user_id,item_id,score,rank
586634,239,268,1.4016902589511975,2
378676,393,689,1.4007897847410966,4
127022,892,684,1.4006997496404583,1
378886,393,306,1.4004682880117827,5
746936,345,747,1.4003607141626595,2
572694,790,710,1.4001610885981461,1
255583,119,748,1.4000670878642825,8
569842,342,137,1.399539566752697,1
364412,712,393,1.39919046004805,1
279816,907,307,1.3987222909608832,2
713633,144,269,1.3978316169636213,1
57715,883,171,1.397802428066146,2
621016,244,25,1.3971597412600947,2
57376,883,518,1.3958637378054297,3
302661,49,268,1.395765913655608,1
192985,308,919,1.3948741037320362,1
789533,385,30,1.3937622315628673,1
450379,551,54,1.3936624798405643,2
843653,870,518,1.3934403682135852,1
550065,280,245,1.3917406785590711,3
713946,144,531,1.3916610340868185,2
58953,503,531,1.3914785642594152,1
47656,749,163,1.3914003459182411,2
265457,747,484,1.391198645516708,3
178617,387,431,1.3911285142295469,4
49012,7,414,1.3905385714270717,1
817922,188,294,1.389371038843831,1
228640,880,845,1.3893630265210004,2
362808,894,270,1.3887667050259644,4
378890,393,966,1.388756822500566,6
119188,90,923,1.3886953266015152,4
217208,13,187,1.3884449327060504,6
114784,92,509,1.3870755048694938,2
228787,880,710,1.3869676885796784,3
450175,551,245,1.3867466159147608,3
13256,201,875,1.3855709619280236,2
511195,606,42,1.3854812520085493,1
474233,354,137,1.385302538517927,2
278832,334,188,1.3843727634882745,7
539652,85,48,1.3839955612578208,1
200318,472,1028,1.38375800805157,1
228386,880,302,1.383717951138049,4
178681,387,429,1.382521776716093,5
57374,883,657,1.3820458678268557,4
111318,720,303,1.3819184975934193,1
844065,870,93,1.3813403493569547,2
297451,94,171,1.3810403941340015,2
291641,279,615,1.380972013101073,6
152919,189,190,1.3809668695642214,3
297377,94,164,1.3808622426804595,3
409779,666,190,1.3804286523133107,2
179821,886,684,1.3801564148290062,1
176356,846,380,1.3799682308297458,3
265595,747,65,1.3778568707960637,4
588377,437,116,1.3768200024725048,2
522462,64,433,1.3765795623520485,1
472521,535,709,1.375980266105394,1
786527,314,864,1.3754649184544725,3
291790,279,243,1.3752495352448142,7
349778,711,750,1.3752281211280153,1
455281,60,631,1.3748452115901098,1
45908,270,44,1.3747836794776076,4
265438,747,705,1.3737328348189661,5
90114,450,71,1.3728000914163947,6
251776,296,509,1.3725444005905134,2
150710,758,1059,1.3724320901950176,6
278738,334,382,1.3717831415585748,8
378506,393,220,1.3710790053819017,7
148939,897,177,1.3709761061777448,1
46018,270,301,1.3709560069440434,5
398639,484,526,1.3709080559080271,1
729214,173,333,1.3708126643114815,1
599569,682,410,1.37048828919937,2
152978,189,520,1.3699135849956166,4
61611,642,864,1.3698665241394186,2
261209,659,631,1.369249559229821,1
57554,883,652,1.3690657492519465,5
713824,144,482,1.3690158028535981,3
47366,749,491,1.3683175824281475,3
255907,119,652,1.3670809849313628,9
378339,393,709,1.3669038681903292,8
1873,174,531,1.3661598770065602,5
200348,472,946,1.365967583354531,2
484024,500,25,1.3658213237655874,3
545306,805,640,1.3654562932672114,3
23368,796,226,1.3652182547080798,2
443083,524,611,1.364602031827556,1
153050,189,86,1.3643869630608412,5
378252,393,38,1.3640222591985725,9
357048,1,179,1.3635787375747854,2
66148,648,526,1.3632635566897455,1
352606,806,268,1.3630407559396485,1
415577,318,845,1.3621575643065866,2
168605,344,1101,1.3621288557707218,1
835132,15,286,1.3619906964560968,1
474204,354,462,1.3612096359057497,3
171738,487,421,1.3605003595082137,2
89918,450,333,1.36041894912721,7
501089,339,129,1.3599476739440277,2
907903,379,515,1.3597876973343885,1
255762,119,42,1.3594026153292373,10
432562,264,13,1.3593557035956645,2
217603,13,778,1.359241575775668,7
170095,388,313,1.358775261818958,1
563819,374,291,1.3582542262723885,2
189937,327,345,1.358079700718063,1
57284,883,381,1.3563784733304245,6
417350,504,685,1.355894508302193,3
450026,551,689,1.354872369566391,4
251500,296,591,1.3542285719712097,3
950515,661,269,1.3538322315077678,1
291631,279,298,1.3537158380810332,8
393980,311,451,1.3529468130237672,1
530865,807,404,1.3527491127130749,1
364571,712,720,1.3525846400490187,2
27821,276,93,1.3522411875794118,1
549577,280,508,1.3495263427921806,4
175611,846,272,1.348381559655176,4
698054,647,294,1.3478277551028894,1
727894,903,307,1.3478003575919684,1
103375,256,310,1.347351436669358,1
198430,416,315,1.3471774172758695,4
60294,363,147,1.3471712136881495,3
531731,807,62,1.3464791506747475,2
254567,864,164,1.346428700486433,1
1198943,427,242,1.3461389062965015,1
786642,314,274,1.3460203554012542,4
211719,804,298,1.3457569523495885,1
543706,506,684,1.3457517668459082,2
90183,450,313,1.3455339515035543,8
599377,682,239,1.3455296510895147,3
61486,642,1016,1.345220157308817,3
417082,504,416,1.3446371469587441,4
373973,425,258,1.344265434895333,1
291995,279,62,1.3439599250629028,9
378331,393,477,1.343224517308038,10
199993,472,71,1.3427065012144097,3
254121,864,271,1.3421536741744688,2
192776,308,497,1.341852139952155,2
108848,158,472,1.3416369349422579,1
696588,115,129,1.3415799490037146,1
333919,436,284,1.3410642139226399,1
594133,508,214,1.3409872858722969,1
291561,279,116,1.3409708184062008,10
217447,13,311,1.3409171631156758,8
651185,773,382,1.3394902891872167,1
813481,343,14,1.3384327272117715,3
210331,561,641,1.3384212757305736,1
217579,13,676,1.338081999586563,9
180464,886,240,1.338046058111229,2
103114,256,255,1.3371126009042067,2
189972,327,13,1.3370311153951941,2
27145,276,1007,1.3368569207486727,2
416885,504,582,1.3364915575537484,5
90644,450,367,1.3363546923731482,9
696724,115,591,1.3361758879662697,2
115854,405,200,1.3355202044046928,1
90004,450,525,1.335168756607208,10
1060598,699,286,1.334639969093666,1
786631,314,301,1.3338009877003394,5
224521,152,476,1.3336834678872842,1
803465,826,228,1.333162740327181,1
134202,320,228,1.3326540337386477,2
22990,796,241,1.3321244720900682,3
376853,825,1016,1.331792141267272,1
161551,178,273,1.3316156932363632,1
150143,758,346,1.330958815293571,7
843686,870,42,1.330832623134853,3
54591,882,274,1.3305269428278583,1
348725,222,159,1.3302635353006218,2
508366,624,301,1.3301953142168839,1
1199051,427,690,1.3301718080506213,2
4339,417,170,1.3294680007224802,1
546632,707,14,1.328683668065792,3
200288,472,418,1.3281673462915926,4
589536,615,285,1.3274196835705818,1
434039,435,470,1.3271624108255247,2
123020,889,179,1.3268875937507318,1
48849,7,515,1.326785372701506,2
265880,747,656,1.3266890321514853,6
531409,807,163,1.3263176062663835,3
161379,178,451,1.3262633772085168,2
261163,659,230,1.3246537951140482,2
144445,234,529,1.3243208183205208,4
291488,279,250,1.3242788989583316,11
180545,886,367,1.3240569325825957,3
290018,655,286,1.3235281549903801,3
265729,747,1039,1.3235174403828536,7
531559,807,420,1.3233026326464203,4
61779,642,94,1.3228427118680903,4
549799,280,866,1.3224719152836293,5
108906,158,87,1.3224236558629194,2
494252,95,659,1.322097706945002,1
90091,450,288,1.321992082744169,11
969121,293,633,1.3219057744459504,1
179982,886,433,1.3216205830290324,4
110398,328,157,1.3212863682136093,1
161288,178,239,1.3210547412608253,3
419986,588,729,1.3206264063477489,3
297006,94,288,1.320621530094742,4
545360,805,48,1.3205604306819179,4
358428,454,294,1.3203724349282726,1
131983,457,778,1.3202810011747201,1
152953,189,463,1.3201230413445821,6
531405,807,164,1.3199140872129962,5
417019,504,609,1.3194024595439577,6
118645,90,381,1.3191495836345148,5
417017,504,568,1.318872007546285,7
563907,374,431,1.3183681518721677,3
103241,256,77,1.317915671652494,3
216931,13,221,1.3175237533787374,10
179908,886,201,1.3171309174326613,5
141723,527,514,1.3167320342320348,1
92777,751,230,1.3164193303682163,2
636997,286,246,1.3163644075001875,7
181530,301,321,1.3161405444707028,1
198695,416,289,1.3157247715909524,5
653872,325,429,1.3155959412441025,1
813522,343,19,1.3152399406085784,4
636656,286,921,1.3147414178406898,8
289740,655,340,1.314047386634038,4
544034,506,879,1.31402474312165,3
211599,804,447,1.3135299736453738,2
48534,7,705,1.3132850705787593,3
153020,189,515,1.3127337036158633,7
962468,351,245,1.312575489593657,1
90264,450,692,1.3125049775593358,12
297136,94,845,1.3123014975952478,5
349883,711,428,1.312214100544354,2
175854,846,568,1.3116982383195206,5
595357,916,179,1.3114999182076623,1
800802,557,305,1.3112519652123078,1
278436,334,126,1.3109986100889897,9
5881,378,65,1.3102362644528263,1
150497,758,240,1.3101071367710546,8
319659,145,300,1.3095512462187178,3
1027691,921,294,1.3095403142099855,1
362775,894,326,1.309373592067644,5
416966,504,313,1.3092669923416287,8
168715,344,42,1.3091487920233125,2
448589,130,436,1.3090666132094542,6
726594,756,294,1.3089567929363257,1
409617,666,631,1.308445239890075,3
110065,328,178,1.308250118021016,2
161262,178,300,1.3082160796306013,4
180270,886,92,1.3081166693181194,6
86391,58,81,1.3075245857933016,2
583894,210,294,1.3074494398053884,1
434006,435,209,1.3074008964498276,3
474324,354,971,1.307268092388526,4
150617,758,68,1.306724057967106,9
161774,178,298,1.3067046229324912,5
628131,770,294,1.306138479782358,1
210088,561,213,1.306080993862946,2
23009,796,405,1.3059747846819503,4
160334,389,659,1.305873684492997,1
41616,815,434,1.305656856979329,1
180102,886,273,1.3055047943412401,7
217431,13,393,1.3053407385928928,11
118622,90,13,1.3052805067726494,6
783985,409,641,1.3052763939214322,1
813500,343,475,1.3049605661268826,5
321585,299,659,1.3049101035626194,2
280124,907,846,1.3048385083899758,3
57517,883,248,1.3047916887318438,7
267534,59,469,1.3047440480806554,2
49460,7,942,1.304728678912035,4
887610,6,705,1.3047093547169024,1
378576,393,49,1.30327399536324,11
198824,416,736,1.303257596368019,6
215600,52,124,1.3031895549417567,1
1121721,676,258,1.3022699459534253,1
585376,536,429,1.3018771989130775,1
622509,683,286,1.3018699491087766,1
839810,479,746,1.3018011426016152,1
108792,158,919,1.301779562262009,3
178410,387,484,1.3013926075291942,6
90251,450,270,1.3010115573262264,13
194323,919,294,1.3006061485527478,1
547197,707,517,1.300058575197178,4
131892,457,39,1.2998530203766698,2
104270,466,258,1.299522536132205,2
248403,532,597,1.2992438044072656,3
976572,519,292,1.2989629046358317,1
301858,109,217,1.2989239132506434,1
211386,804,288,1.2987000950233254,3
254376,864,255,1.2984730328085237,3
12911,201,631,1.2982100636723857,3
589614,615,242,1.2980499446768614,2
27228,276,271,1.297826063434633,3
114367,92,114,1.2978087541864753,3
1127780,383,514,1.2977965721690308,1
783733,409,198,1.2977732828311954,2
609422,271,735,1.2976993837963509,1
60495,363,164,1.2971147094405562,4
545749,805,171,1.2966004349147593,5
737768,798,596,1.2965946191323745,2
487134,42,393,1.2961953785797458,1
394076,311,549,1.295984256463512,2
148562,897,291,1.2957103372636338,2
90289,450,495,1.2956448646031555,14
131645,457,86,1.295408139797945,3
455544,60,515,1.2948894621155316,2
484004,500,294,1.2948589309675405,4
217356,13,489,1.2946347271247924,12
256057,119,509,1.2945779536813236,11
636797,286,45,1.2942401746022547,9
294202,514,660,1.294216981565022,1
20835,10,1197,1.2940620564402656,1
713690,144,288,1.2936148808108856,4
175787,846,481,1.2936051344962867,6
425957,406,650,1.2934263590549722,1
612242,665,340,1.2931271336076515,1
378283,393,451,1.2922382319277528,12
1121639,676,333,1.2922244330069015,2
545304,805,288,1.292151965737601,6
150177,758,289,1.2920218936241261,10
831984,128,66,1.2920155064547003,2
27493,276,250,1.2918936683361555,4
708129,48,286,1.291641365687712,1
144504,234,10,1.291569486195662,5
917739,452,511,1.2914824201175623,1
364198,712,140,1.2914756510549674,3
394193,311,402,1.291319827368557,3
587052,239,246,1.2911997541357572,3
449620,551,271,1.290724638547605,5
37726,566,509,1.2903734381670344,1
506950,593,274,1.290188645158472,1
389761,851,288,1.2900954996097143,2
469673,177,288,1.2900378748337096,1
297264,94,729,1.2900017800583967,6
832285,128,699,1.2897789395461734,3
249768,533,66,1.289341478220503,1
350358,711,367,1.289340211960001,3
472605,535,428,1.289266004607087,2
663559,193,356,1.288880815070582,1
338764,200,163,1.288477282810308,1
716550,381,199,1.2882393564133825,1
1021983,555,294,1.2882087416641166,1
813557,343,151,1.288152401396346,6
868074,537,656,1.287960663594278,1
795176,884,286,1.2879081916559907,1
102995,256,294,1.2871043162362272,4
19309,151,647,1.2870564397824795,1
341684,752,310,1.286972739201716,1
163149,373,736,1.2869525690617574,4
216958,13,293,1.2869077790532204,13
228899,880,1011,1.2867998788104467,5
190594,327,461,1.2864329147521387,3
515169,622,230,1.2861915917789508,1
588130,437,432,1.2861046090392247,3
432525,264,152,1.2860474015161167,3
632680,198,157,1.2860190121338986,1
244157,788,673,1.2854979905075712,1
745237,291,327,1.28496085006607,2
295571,717,508,1.2849190373804398,1
392585,14,169,1.2848492292094933,1
194285,919,71,1.284820873301027,2
603645,887,419,1.284587805059978,4
615160,422,124,1.284286654279929,1
125666,91,272,1.2840853025002972,1
2072,174,815,1.2839055736506384,6
433830,435,230,1.2837711256380708,4
744939,291,378,1.2837514861108605,3
378808,393,770,1.2837002519641911,13
585266,536,199,1.283569669619624,2
828205,246,91,1.283568691954842,1
46486,270,244,1.283447367603315,6
716673,381,213,1.2833950265992888,2
651094,773,319,1.2832462684581107,2
254094,864,328,1.2830289685148124,4
134275,320,268,1.2829340235411735,3
539720,85,47,1.2825980021771977,2
375957,184,517,1.2824745041026444,1
371526,934,526,1.2821752026098423,1
721158,57,298,1.2821003344958393,1
547361,707,955,1.2813185546769794,5
850726,157,9,1.281201698848459,1
200455,472,676,1.2805892607833442,5
278447,334,508,1.2795724564824558,10
83264,592,421,1.2793178933490081,2
108810,158,546,1.2792708697847204,4
207479,567,488,1.2792683520025632,1
338767,200,946,1.2791966658131617,2
217564,13,995,1.278670805617687,14
546600,707,340,1.2784519717336842,6
28114,276,589,1.2781498193588148,5
417456,504,584,1.277907628902301,9
217024,13,732,1.2778989152122424,15
199801,472,404,1.2775079156444293,6
163041,373,692,1.2771161352806495,5
294166,514,381,1.2770559545478837,2
394533,311,663,1.2769745315932834,4
930520,463,283,1.2768279305178498,1
228832,880,55,1.2768277897109257,6
180581,886,693,1.276211115174547,8
512304,877,300,1.2759605966473555,1
389931,851,147,1.2757780572129842,3
458568,250,214,1.2757088605188078,1
209951,561,508,1.2749112914992773,3
291880,279,584,1.274905236718819,12
145731,294,405,1.274535204388833,1
319803,145,628,1.2744910525787065,4
44794,497,403,1.274453665794092,1
152713,189,419,1.2743899587864198,8
292953,394,94,1.2742891439494142,1
471663,72,924,1.2742207602087605,1
278731,334,485,1.2741621521094117,11
544049,506,506,1.2741013282903506,4
200275,472,413,1.2740795063617363,7
449032,130,232,1.2740577904504262,7
265652,747,190,1.2740071476017367,8
713920,144,58,1.2738116335151484,5
612373,665,288,1.2731989280080502,2
23618,796,63,1.2727769998579597,5
419547,588,596,1.272597499100509,4
21488,474,607,1.2725505112009838,1
160271,389,648,1.2724655342175053,2
968961,293,223,1.272426660996858,2
152849,189,169,1.2723547229330627,9
636712,286,365,1.2719918958953331,10
17626,489,343,1.2715468322672625,1
57440,883,147,1.2714323743096414,8
1198997,427,326,1.271303942226601,3
691191,586,298,1.2710054622678835,1
378608,393,116,1.2709238500026467,14
434137,435,42,1.270785087012724,5
753898,936,473,1.2705853192283743,3
450092,551,754,1.270507414319726,6
366929,621,288,1.2704533716300086,1
20315,10,286,1.2704494508161777,2
265524,747,131,1.270369404121489,9
150203,758,741,1.269697698045573,11
511202,606,455,1.269669406301707,2
907588,379,705,1.2696349819357289,2
1290158,760,748,1.2696061061403516,1
783877,409,87,1.2695152683960644,3
233087,295,486,1.2691323855893681,1
57545,883,642,1.2689448556796417,9
824840,267,651,1.2689002814620887,1
381533,523,740,1.2687502278185094,1
992119,126,301,1.2686537547561556,1
921965,460,124,1.2685683206050593,2
494060,95,529,1.2684997607100033,2
194354,919,313,1.268452257678492,3
118451,90,304,1.2684243454678736,7
284808,848,380,1.2684060744517396,1
150069,758,9,1.2684024462927763,12
198834,416,716,1.2683570154380508,7
433998,435,288,1.2674993604043572,6
334322,436,866,1.267403876699201,2
636706,286,463,1.2672601693888874,11
49229,7,650,1.2671568929528698,5
278572,334,1039,1.2668010512583452,12
198443,416,272,1.2665621388591037,8
888183,6,661,1.266516079200479,2
117177,407,750,1.2663724267808756,1
175789,846,428,1.266202024003232,7
90363,450,31,1.2660694502648038,15
368640,456,652,1.2660164808350538,1
87237,287,288,1.2658246029199243,1
13459,201,806,1.2657932945517762,4
240116,56,250,1.265534732369666,1
456096,60,646,1.2654181905260014,3
573713,663,340,1.2652808965407156,1
362927,894,137,1.2651174476821612,6
363909,712,419,1.2647977199516298,4
493984,95,431,1.264718811025968,3
122968,889,48,1.2644037845984857,2
391084,854,59,1.2641399390893406,1
832223,128,313,1.264064935677405,4
313074,70,164,1.2639647237563971,1
57590,883,659,1.2637906305310873,10
585576,536,526,1.2637167969009218,3
813688,343,179,1.2635981110782868,7
279052,334,936,1.2634813240295661,13
134693,320,246,1.263469219571385,4
986355,823,179,1.2632491791523521,1
760936,546,1012,1.2632130319079748,1
637018,286,317,1.2631575992813138,12
713861,144,86,1.2628373596930826,6
212048,804,358,1.262809169818349,4
13402,201,632,1.2624474393641152,5
919046,232,170,1.2624150486608898,1
745173,291,161,1.261727089439586,4
1290019,760,300,1.2614279915370514,2
209828,561,340,1.2613041247413788,4
178485,387,475,1.2612144233365532,7
6154,378,531,1.2609616405686064,2
614247,305,855,1.2608049138204103,2
227664,468,81,1.2607596399652667,1
297636,94,955,1.2606568453428038,7
66341,648,778,1.2605365659866965,2
294244,514,313,1.260345248095509,3
789787,385,517,1.2602209310029584,2
588127,437,70,1.260165748234695,4
23216,796,742,1.2598208426337367,6
1061816,476,451,1.2597716914355586,1
198540,416,133,1.2595193579255146,9
425640,406,530,1.2591665779766419,2
153267,189,83,1.2591572669604496,10
174295,763,582,1.2590780412015954,1
335763,927,94,1.259056837274133,1
448329,130,294,1.2590427584541433,8
479897,233,507,1.2590038461881141,1
364111,712,73,1.258588845507203,5
468246,783,288,1.2585454579667938,1
766533,207,9,1.258418770797494,2
621302,244,403,1.258241383107694,3
277028,896,288,1.258080547117209,1
161688,178,248,1.2579448502184534,6
789277,385,345,1.2578190368997457,3
277399,896,164,1.257607848030435,2
316829,776,484,1.2574879736711102,1
612528,665,1012,1.2572857675676927,3
931878,236,252,1.2572003206185234,1
852250,360,515,1.2568349560304655,1
150075,758,660,1.256750487887986,13
516856,608,313,1.2566454581109177,2
200451,472,145,1.2564394304687219,8
511162,606,518,1.2560902504149662,3
756841,16,177,1.2560640923236923,1
211427,804,470,1.255715349800505,5
288370,243,283,1.2556790631424453,1
30019,601,7,1.255674658016001,1
44735,497,421,1.255487721186354,2
179269,387,1142,1.2554047004296693,8
383973,634,475,1.255301095090624,1
66516,648,54,1.2552532913040815,3
1127420,383,272,1.2552371311792963,2
80027,451,271,1.2551203324389881,1
589688,615,286,1.2549764488529234,3
144612,234,166,1.254722475738304,6
382702,269,481,1.2544428952558806,1
378663,393,418,1.2544405331549333,15
118742,90,321,1.2544273460837705,8
255812,119,619,1.254405675106808,12
522550,64,428,1.2543912714191872,2
383239,269,461,1.2543664481534549,2
549714,280,213,1.254079013594224,6
267548,59,778,1.2536504949566125,3
636540,286,553,1.2534384970428014,13
684056,703,298,1.253305575812589,1
389860,851,520,1.253246271040097,4
415503,318,48,1.2531537594495905,3
688145,627,515,1.2531330147802247,1
217281,13,10,1.2529233749687558,16
149889,758,293,1.2528348760444357,14
1127463,383,269,1.2526942642013916,3
44480,497,751,1.2523955882215692,3
217260,13,287,1.2522914144209885,17
175800,846,161,1.2520637750983952,8
248524,532,73,1.251833100601728,4
389868,851,24,1.2507958117936713,5
410078,666,212,1.2507485671742447,4
142831,312,497,1.2507228412158273,1
700865,83,118,1.2507187157678827,1
783563,409,673,1.2507034448414047,4
150024,758,959,1.2506845716177555,15
472423,535,59,1.2505303668304038,3
669418,159,628,1.2504922270752552,1
812287,321,482,1.250377148818223,1
666508,507,258,1.2500602810719244,1
134346,320,118,1.2498516690079993,5
48739,7,184,1.2497960341738006,6
609905,271,317,1.2496859353141196,2
358374,454,471,1.249598869561437,2
1030427,898,269,1.2495719177472933,1
713892,144,160,1.2495459352055174,7
458271,250,381,1.2494828420743047,2
141301,527,223,1.2492444519651213,2
534432,727,746,1.2491118995511126,1
48611,7,735,1.249093849390302,7
278411,334,345,1.2489844600638103,14
538169,249,288,1.248963214207783,1
636685,286,751,1.2489300695083052,14
900730,543,435,1.2489262822441798,1
930746,463,289,1.2488356871599948,2
995452,901,755,1.2487295935232456,1
636635,286,762,1.2487133482587875,15
843751,870,530,1.2484052223861422,4
114363,92,70,1.2482486497288845,4
265814,747,160,1.2478748540533373,10
78565,230,15,1.2477078234039116,1
16051,904,301,1.2476722645575427,1
606656,330,13,1.2476292859527442,1
813699,343,51,1.2474752151568522,8
238810,5,214,1.24735821928377,1
297224,94,101,1.2472045322096226,8
341596,752,311,1.247160017066327,2
425492,406,48,1.2471312530276217,3
528155,315,150,1.2471309255723726,2
550143,280,941,1.2471114856025185,7
619998,62,961,1.2470116911001046,3
362574,894,283,1.246954468637914,7
745052,291,241,1.2468474212219747,5
45668,270,356,1.2467519688815143,7
48828,7,198,1.2466073099132708,8
249921,533,199,1.2465797630061524,2
595169,916,475,1.2465185778963064,2
394161,311,51,1.2461994334492943,5
643706,690,739,1.2461537868669497,1
194171,919,258,1.2459546040100276,4
265449,747,221,1.2457980709955339,11
108781,158,42,1.245404677526575,5
1154473,138,127,1.2453918174121263,1
144637,234,659,1.2451899143003944,7
140177,721,515,1.2451070740637438,2
619521,62,70,1.2450136657578115,4
